line,arm,step,slice,n_items,k,pass_at_k_,pass_at_k_lo,pass_at_k_hi,best_reward_at_k_,best_reward_at_k_lo,best_reward_at_k_hi
3b,grpo,500,overall,1581,32,0.3604532561287682,0.33901505576781343,0.3824203259066478,1.8115532150178038,1.7868382998676966,1.836002202896485
3b,grpo,500,overall,1581,64,0.3735438469649891,0.35211742228412873,0.39619947335658573,1.8264321839237103,1.8020549531237235,1.851271238785268
3b,grpo,500,overall,1581,128,0.38421554367605415,0.36246560789490445,0.4072684924608821,1.8385657303354614,1.813762620318343,1.8643393919187716
3b,grpo,500,category:CAD,261,1,0.2220575909961686,0.17579902268917624,0.2714430301125479,1.6596164123415902,1.6050693862000578,1.713793630374466
3b,grpo,500,category:CAD,261,2,0.2467798061891266,0.19881944898417755,0.2993786796733829,1.69329446213586,1.637495254793473,1.7497600452774553
3b,grpo,500,category:CAD,261,4,0.26837092564673604,0.2167171677129326,0.32213713655474957,1.7205335022849468,1.664156844734975,1.7788783930386136
3b,grpo,500,category:CAD,261,8,0.28637397543855675,0.23473122789741363,0.34199311025169526,1.7428220797714342,1.6865910302897351,1.8021562005386635
3b,grpo,500,category:CAD,261,16,0.30283248563617654,0.25183464266372824,0.35976965686223117,1.7628579908398392,1.7074238946442433,1.823415849479005
3b,grpo,500,category:CAD,261,32,0.31767780418278535,0.26579208505088514,0.37411131294757416,1.7807111286206085,1.726088840390327,1.8415034256802831
3b,grpo,500,category:CAD,261,64,0.3300044442153084,0.2778672513707119,0.38775807236395676,1.7954019733812983,1.7417032261957535,1.8570001756871557
3b,grpo,500,category:CAD,261,128,0.3399941027221418,0.28798126678899,0.3979141512004636,1.8071968959722375,1.7528339802601516,1.8683510858598151
3b,grpo,500,category:Creative,341,1,0.22802304802052786,0.18726702827162758,0.2710671164772727,1.6619689996968627,1.614091461418121,1.7127042488731148
3b,grpo,500,category:Creative,341,2,0.24733179436559904,0.20578598331663087,0.2924950719884678,1.68730086830531,1.6390398531281778,1.7399290965830538
3b,grpo,500,category:Creative,341,4,0.26468363185363836,0.22064194927479958,0.31316217080791187,1.7089068272251096,1.6595558487433395,1.7601004480285503
3b,grpo,500,category:Creative,341,8,0.27987615998061993,0.23357222728086607,0.3283467631453422,1.7272623841707389,1.6768554439090084,1.7784969916907896
3b,grpo,500,category:Creative,341,16,0.2925134702163366,0.24454584687469347,0.3405722578575846,1.7422899856054344,1.6910606032597295,1.7951732246089094
3b,grpo,500,category:Creative,341,32,0.30245361125291575,0.25437435438021233,0.3522299484863113,1.7539313594343524,1.7023210507377144,1.807875825980812
3b,grpo,500,category:Creative,341,64,0.3102947966620337,0.2621951953931738,0.3601594168906022,1.7628753027802642,1.710995091512034,1.8169628449097555
3b,grpo,500,category:Creative,341,128,0.31637986111447886,0.26786633027735524,0.3690510831695611,1.7696430608717977,1.7171033687772472,1.8239102316966522
3b,grpo,500,category:Dev,299,1,0.24087452968227424,0.19516928172031775,0.28677802963001675,1.665380546673105,1.6119627720426113,1.7198515774066159
3b,grpo,500,category:Dev,299,2,0.2629011148544725,0.2152584942510586,0.31143936462723915,1.6955119727409391,1.6407275918333997,1.7502610564284102
3b,grpo,500,category:Dev,299,4,0.2841864445894596,0.23512513390168016,0.33357353818540636,1.7228452511364856,1.6681860326261408,1.7772738881404937
3b,grpo,500,category:Dev,299,8,0.304797710511994,0.2565503156652533,0.3545248913089587,1.748129556135155,1.6934863582411974,1.8035772662513971
3b,grpo,500,category:Dev,299,16,0.32408962130617197,0.2761442701844001,0.3755429861996544,1.770478287993733,1.7156054248041963,1.8273463873968403
3b,grpo,500,category:Dev,299,32,0.34153230164836695,0.2926663099788807,0.3937874192517003,1.7897137737980144,1.732516693885048,1.8467683909851391
3b,grpo,500,category:Dev,299,64,0.35551131616673,0.30495474350438756,0.408513693089191,1.8048445833203977,1.7473145784160213,1.8615498078158483
3b,grpo,500,category:Dev,299,128,0.366131570675742,0.3145200094888235,0.41888669977328963,1.8164395469279564,1.760128709128308,1.8728264562247483
3b,grpo,500,category:OS,196,1,0.15208466198979592,0.10852025868941327,0.19849305444834184,1.559862110609298,1.508451842874667,1.6153700558303852
3b,grpo,500,category:OS,196,2,0.1725227395263389,0.12609820476930986,0.22340688174884676,1.5893574900555238,1.5355621636633048,1.647134365575722
3b,grpo,500,category:OS,196,4,0.1906765418590158,0.14142674549158663,0.2433444261187783,1.612712302435163,1.5570585139836532,1.6723232528801781
3b,grpo,500,category:OS,196,8,0.20846671275657833,0.15824031769716784,0.26370687132218995,1.6344692318109701,1.5780681174426623,1.6965018977899777
3b,grpo,500,category:OS,196,16,0.2266475407402228,0.17459962536475962,0.2848567472424559,1.6563209981207125,1.5967979712529454,1.7213864216346353
3b,grpo,500,category:OS,196,32,0.24300146742622103,0.18802758376443782,0.30429325996714274,1.6761263022241435,1.614202771752943,1.7434605821850775
3b,grpo,500,category:OS,196,64,0.25561538034876485,0.1979894333216499,0.31951621581027695,1.6916632847877278,1.6278093120818242,1.7622793298036716
3b,grpo,500,category:OS,196,128,0.2646736262679948,0.2062659505433168,0.3311955381632988,1.7029346651812431,1.6381167838394348,1.7731744422286626
3b,grpo,500,category:Office,230,1,0.39137228260869567,0.3338487177309783,0.45113260020380436,1.8577429853622414,1.7947677271775757,1.9224982153635979
3b,grpo,500,category:Office,230,2,0.42671276083765847,0.36593725155944223,0.48615683063632686,1.8970217842968313,1.830934134999808,1.9633122953600826
3b,grpo,500,category:Office,230,4,0.45774696980175045,0.39516046267719374,0.5207458390497413,1.931112698223742,1.8627400729171735,1.9998971789586844
3b,grpo,500,category:Office,230,8,0.4850615277242122,0.4219112141404896,0.5482173299667681,1.9603328879455564,1.89252810146839,2.0273591725269955
3b,grpo,500,category:Office,230,16,0.5099060960920732,0.44888999136527613,0.5733766839414763,1.986354860033518,1.9180010211305818,2.052700720081074
3b,grpo,500,category:Office,230,32,0.5302610998483096,0.47055941385699374,0.5941055510077018,2.007679942025552,1.940501147370889,2.0757860094522247
3b,grpo,500,category:Office,230,64,0.5452760818339588,0.48565954189850746,0.6090873344310166,2.023528973716634,1.9585741269999377,2.0920208093971926
3b,grpo,500,category:Office,230,128,0.5573909547766026,0.4973712998732451,0.6219727447303968,2.0362701358577224,1.972252302480937,2.104043706294996
3b,grpo,500,category:Scientific,254,1,0.33879029281496065,0.2804879736712598,0.39612854484498033,1.7335264229480054,1.6603368099449476,1.8063403830017997
3b,grpo,500,category:Scientific,254,2,0.35848846898739545,0.3004091391635495,0.41831664879178737,1.765304454175511,1.6924057286269891,1.8355935598420907
3b,grpo,500,category:Scientific,254,4,0.37889541906868224,0.32069601987630875,0.43868878446627124,1.7954132347192375,1.7231026532042941,1.8651723378948908
3b,grpo,500,category:Scientific,254,8,0.40055399683172604,0.34151335168839897,0.4604469086740594,1.8239666305221647,1.751461759201723,1.892236599351236
3b,grpo,500,category:Scientific,254,16,0.42185209654597344,0.3622066050740677,0.482465359305993,1.8501002164573328,1.7781764870028216,1.9217275737816935
3b,grpo,500,category:Scientific,254,32,0.44141539699653154,0.3809684649470174,0.5034402130129575,1.8732199784985804,1.8013778847942576,1.9467996512605377
3b,grpo,500,category:Scientific,254,64,0.45991787222707925,0.3990295454420751,0.5231176924267964,1.8945775247904617,1.8212088662409651,1.9662176651571224
3b,grpo,500,category:Scientific,254,128,0.4774468154414683,0.4165314791491841,0.538565970885339,1.9150117948821597,1.8427429730510716,1.9856371889299111
3b,grpo,500,ui_type:icon,604,1,0.08000698468543047,0.06119667710057947,0.10140097914942053,1.4537150704739716,1.4248550021666686,1.4838357344744626
3b,grpo,500,ui_type:icon,604,2,0.0915860359143544,0.07118621310828575,0.11455949312253758,1.4790115783536661,1.4493960770139185,1.510002084488568
3b,grpo,500,ui_type:icon,604,4,0.10359451175200482,0.08148472032900812,0.12716326958379945,1.5015633359388882,1.4716152656406003,1.5319115239527117
3b,grpo,500,ui_type:icon,604,8,0.11518410647434676,0.0921546101585478,0.14053434983550578,1.5211639916069009,1.4906082653488484,1.552911956923283
3b,grpo,500,ui_type:icon,604,16,0.1261311615724372,0.10119251806301569,0.15285196697249295,1.5379332763483977,1.507341775621179,1.5699586100863676
3b,grpo,500,ui_type:icon,604,32,0.13692005748341007,0.11188199936156461,0.16419876594729216,1.5529015715798227,1.5207021518754473,1.5862568747655776
3b,grpo,500,ui_type:icon,604,64,0.14836744535908297,0.12242555588155206,0.1785603522130812,1.567379773484452,1.5349346616148896,1.6014509992133745
3b,grpo,500,ui_type:icon,604,128,0.16031954507000398,0.13370680885664923,0.19022602840868164,1.5818230364378334,1.5485136697377002,1.617223089655594
3b,grpo,500,ui_type:text,977,1,0.3738864988485159,0.34538356816146365,0.40255835385747185,1.8353385518406307,1.8054402919368,1.8656189247686312
3b,grpo,500,ui_type:text,977,2,0.404353737979397,0.3753085985384614,0.43329548225408715,1.8701852067893863,1.8397569027266016,1.9006370404085855
3b,grpo,500,ui_type:text,977,4,0.4315214263993257,0.4023185835735162,0.4605133754751442,1.8999646272776798,1.8697133641720303,1.9306033768135367
3b,grpo,500,ui_type:text,977,8,0.45640638234140435,0.42817588782887916,0.4843970127016464,1.9266128761427503,1.8959580324636,1.9576467524019014
3b,grpo,500,ui_type:text,977,16,0.4793835208644257,0.4505557005124064,0.5080916982558533,1.9509868150623095,1.9199013765075408,1.9810570189869479
3b,grpo,500,ui_type:text,977,32,0.4986457351275361,0.46825376263854096,0.5279494349860238,1.9714565851677937,1.9392670542744441,2.0030644388698464
3b,grpo,500,ui_type:text,977,64,0.5127521853170539,0.48188033919045825,0.5429146835033073,1.9865833158636403,1.9539163612639863,2.0186692909329924
3b,grpo,500,ui_type:text,977,128,0.5226323125174609,0.4921134817406727,0.5536513658789419,1.9972889515372703,1.9653351100562966,2.030562919991599
3b,grpo,600,overall,1581,1,0.2596062618595825,0.2413684784649747,0.27982447200150223,1.6970454004100963,1.675324631249047,1.7204190637936287
3b,grpo,600,overall,1581,2,0.2790520172662525,0.25962768543052994,0.30032716187308994,1.7217269902646004,1.699586276961528,1.7459419084225618
3b,grpo,600,overall,1581,4,0.2966768748154589,0.27603587725648265,0.318783851183786,1.7428964172301578,1.7196715941700587,1.7666974717791777
3b,grpo,600,overall,1581,8,0.3132883932456934,0.29176490078327066,0.3358047016012716,1.7620597105704827,1.7373062801623778,1.7866465105676823
3b,grpo,600,overall,1581,16,0.32771325618273883,0.30501449800611735,0.35044117670522956,1.7784876045679145,1.752870959138734,1.803014433458132
3b,grpo,600,overall,1581,32,0.33886517343052047,0.3156418802955941,0.3616810732032427,1.7912886864544804,1.7656331944281307,1.8155291565948282
3b,grpo,600,overall,1581,64,0.34757346948923346,0.3239676907868113,0.37073957644306765,1.8013684464253537,1.775856522152998,1.8257171831415642
3b,grpo,600,overall,1581,128,0.35473603784966456,0.33041653748220906,0.37836895009268356,1.8096379193173746,1.7837557796912078,1.8342524352438525
3b,grpo,600,category:CAD,261,1,0.20743534482758622,0.16491240870450194,0.25522629310344824,1.6511648717071976,1.604156057056208,1.7042603978135296
3b,grpo,600,category:CAD,261,2,0.22364992436511685,0.17886429700797024,0.27496494374128366,1.6740974624876686,1.6258054030797058,1.7303566974907039
3b,grpo,600,category:CAD,261,4,0.23674315013275016,0.1902841036023514,0.2900053631376397,1.6912209712016848,1.6423529574095874,1.7485699174071072
3b,grpo,600,category:CAD,261,8,0.2486415698256754,0.2012715893714956,0.30387640074920585,1.7057809374624728,1.6562440519024408,1.7652304123022253
3b,grpo,600,category:CAD,261,16,0.2598610790855748,0.21282955482544472,0.31598571642141854,1.7189894001079462,1.668472278394675,1.779140304422864
3b,grpo,600,category:CAD,261,32,0.2716673885951505,0.2255210538214779,0.3299742260964035,1.7324557147764361,1.6808353217083207,1.7935179008537634
3b,grpo,600,category:CAD,261,64,0.28585685196313454,0.23731375623971762,0.3440379353532378,1.7480447833294912,1.6949441148634192,1.8093490042942437
3b,grpo,600,category:CAD,261,128,0.3010145209262297,0.25024005856198006,0.35848377236393275,1.7642449801506874,1.7107503410258829,1.827146511175927
3b,grpo,600,category:Creative,341,1,0.26788741752199413,0.22196521031891497,0.3127438542430352,1.7092541954980733,1.6578533329838248,1.7593544123265392
3b,grpo,600,category:Creative,341,2,0.2914431579660948,0.24473353822664573,0.33818479644216537,1.7373584781220721,1.6853562184775446,1.7882903702814763
3b,grpo,600,category:Creative,341,4,0.3122979193407459,0.26416971836354564,0.3582237048743454,1.7611764145993996,1.7088657201614292,1.813311307337846
3b,grpo,600,category:Creative,341,8,0.3302748457347727,0.2812428497780659,0.3777392496107234,1.7810110040934972,1.7266564784828111,1.8339613667914123
3b,grpo,600,category:Creative,341,16,0.3444833254748009,0.2937866283238664,0.3919343791407911,1.7964028165612138,1.7401621424844358,1.8500297459334472
3b,grpo,600,category:Creative,341,32,0.35409033226588443,0.3022583707150171,0.40380507397000454,1.8068789432034882,1.7490009452786743,1.8598989820695813
3b,grpo,600,category:Creative,341,64,0.3607335107412016,0.3078524695446027,0.41151368890277695,1.8142198593168652,1.7565083235760481,1.8687775054283975
3b,grpo,600,category:Creative,341,128,0.365466340716418,0.31236787620515016,0.41701278183464763,1.819592953193303,1.7608085793289427,1.8749124686881966
3b,grpo,600,category:Dev,299,1,0.22189198369565216,0.18024224628971572,0.26804925924958195,1.6511154265726007,1.6001887511892945,1.7061909417632661
3b,grpo,600,category:Dev,299,2,0.2379181573526235,0.19502541022157188,0.28437341488916085,1.672193706237648,1.6187132134968876,1.728319104524347
3b,grpo,600,category:Dev,299,4,0.2539730755926671,0.20905991047636172,0.29971667534438684,1.692027899974804,1.6390829895005121,1.747070054650815
3b,grpo,600,category:Dev,299,8,0.26842772386103747,0.2227346449976555,0.3163040277522609,1.7092953397641608,1.6562679612867857,1.7638817259501176
3b,grpo,600,category:Dev,299,16,0.28003290048754736,0.2330391745603951,0.32930418207048096,1.7230222298334712,1.6695892095635139,1.7786151069103615
3b,grpo,600,category:Dev,299,32,0.2892254229271816,0.23984218507401447,0.3396880726311302,1.7340328178231752,1.6799176066534964,1.7912705684754973
3b,grpo,600,category:Dev,299,64,0.2966627376656222,0.2463556833691179,0.3472576640161517,1.7430750616186474,1.6886807806603157,1.800078742488593
3b,grpo,600,category:Dev,299,128,0.3041331852080594,0.2525822070512666,0.35598100093559665,1.7518004816558188,1.6961167004709123,1.809380743873082
3b,grpo,600,category:OS,196,1,0.13933952487244897,0.09711390904017857,0.18454116509885204,1.5599634920143377,1.5109416791153603,1.61244973028322
3b,grpo,600,category:OS,196,2,0.1604457593029873,0.1151891408777307,0.20906305401854355,1.5874755320240905,1.53572850745479,1.6441370376847473
3b,grpo,600,category:OS,196,4,0.1834754755362029,0.13576455224042358,0.23365469744792056,1.6149091099065989,1.5594849816172083,1.6731924006004177
3b,grpo,600,category:OS,196,8,0.20781665831780316,0.15600724170665575,0.26114929846604,1.6424597229672304,1.583714913373684,1.7040775083950652
3b,grpo,600,category:OS,196,16,0.2284443624604599,0.171302868310036,0.28604944751341915,1.6657392928324148,1.6039067049518616,1.7295734171518784
3b,grpo,600,category:OS,196,32,0.2419045593132618,0.18118572332193003,0.30182471595623406,1.681303069588468,1.616783603387336,1.746350336516732
3b,grpo,600,category:OS,196,64,0.2496899087925203,0.1872105630779947,0.3107269319557443,1.6905268143163366,1.6232888325543808,1.756983911763131
3b,grpo,600,category:OS,196,128,0.25384843576219135,0.1915095667462389,0.3150796934102651,1.6956699071044161,1.6275582598169405,1.7632099875192901
3b,grpo,600,category:Office,230,1,0.3983101222826087,0.34060716711956524,0.4572923743206522,1.8679016257269634,1.8029503609802304,1.930182065182858
3b,grpo,600,category:Office,230,2,0.42181909671998635,0.3630512430669297,0.48320522885114436,1.8941520843527289,1.8293686144722854,1.9583806175028284
3b,grpo,600,category:Office,230,4,0.4406069278587155,0.3818291136347998,0.5033930095780748,1.9147553050017276,1.8511560863957648,1.9795335125644815
3b,grpo,600,category:Office,230,8,0.45941581012868676,0.4010536677805602,0.5234582765685066,1.9349441270376884,1.8714677921568963,2.0015241031893973
3b,grpo,600,category:Office,230,16,0.47841958053113165,0.4175241349645548,0.5423702360935386,1.955065682373234,1.8901578518926938,2.0210509238454852
3b,grpo,600,category:Office,230,32,0.49522367885663343,0.4325963865535667,0.5572670486760966,1.9725489278979966,1.9058370138081069,2.03764112166221
3b,grpo,600,category:Office,230,64,0.5084963001849444,0.44495914343232174,0.5691258835017261,1.9862048395869867,1.917942841879732,2.0522015720763593
3b,grpo,600,category:Office,230,128,0.5175292249013465,0.45408621505642266,0.5778585418151899,1.995538349136839,1.927235624920503,2.06093883582918
3b,grpo,600,category:Scientific,254,1,0.3136995570866142,0.25993537001722444,0.36559212752214565,1.7329343896485088,1.6694543098481591,1.7931046243251227
3b,grpo,600,category:Scientific,254,2,0.330012606514939,0.2759056395675551,0.3843712779059992,1.7554550827422004,1.6916585107383326,1.817179754873275
3b,grpo,600,category:Scientific,254,4,0.34458208735665563,0.28963716114906785,0.40086637499263433,1.7744769960405011,1.7111812283866676,1.836497699381561
3b,grpo,600,category:Scientific,254,8,0.3587881370356099,0.304445764921641,0.413527969060853,1.7923002512937638,1.727359486446022,1.8546249823104857
3b,grpo,600,category:Scientific,254,16,0.3711837267184288,0.3138397512786225,0.427625466547643,1.8079750152957481,1.741560856035285,1.87242594609229
3b,grpo,600,category:Scientific,254,32,0.3791445127952742,0.31921359476971706,0.4372049158817608,1.81894993901766,1.7529310653499375,1.8842357865994797
3b,grpo,600,category:Scientific,254,64,0.38306834649392896,0.3228130242185163,0.44134803438093945,1.8256891385332716,1.7603486644265716,1.891373836573204
3b,grpo,600,category:Scientific,254,128,0.3855394731510482,0.3247538849243971,0.44361026579598595,1.830610029423211,1.7643752626674738,1.896049475324596
3b,grpo,600,ui_type:icon,604,1,0.08443061879139073,0.06602492174565397,0.10603374961196191,1.472634850048193,1.445824617824986,1.5005209873647558
3b,grpo,600,ui_type:icon,604,2,0.09579349003220537,0.07605993784758895,0.117666733039825,1.4918545396455098,1.4652555022570077,1.5203031471728783
3b,grpo,600,ui_type:icon,604,4,0.10867176866268909,0.08712796082204081,0.13126743481469447,1.5103029868728612,1.482801296128778,1.5398922735597227
3b,grpo,600,ui_type:icon,604,8,0.1219410659326151,0.09861647682629207,0.14616123864311256,1.5278215252618261,1.49882682924867,1.5587844285127581
3b,grpo,600,ui_type:icon,604,16,0.13325645122551608,0.10885844596579061,0.15923537486402933,1.5425919550617528,1.5123931631859817,1.5754419617053534
3b,grpo,600,ui_type:icon,604,32,0.1412060769924323,0.11644763876515173,0.1673247812183111,1.5534400309919394,1.5230514495096028,1.5866958205244746
3b,grpo,600,ui_type:icon,604,64,0.14658225624583732,0.1216891930150246,0.17346995665569437,1.5613650258738012,1.5299115619399495,1.5946830967273067
3b,grpo,600,ui_type:icon,604,128,0.15065663862047807,0.1252445986685645,0.17836086578951998,1.5675950031694172,1.5357712588843928,1.6008664339080931
3b,grpo,600,ui_type:text,977,1,0.3679031793756397,0.34098918684429375,0.39519330340007675,1.8357802749429413,1.8070278688550014,1.8653590905670872
3b,grpo,600,ui_type:text,977,2,0.3923459276545478,0.3648529132138626,0.41943356323529485,1.863838515519391,1.8341229638384444,1.893396343308555
3b,grpo,600,ui_type:text,977,4,0.4129052106560658,0.3838440289747883,0.44030367111798735,1.886690103960769,1.8559424524964945,1.9158672637636391
3b,grpo,600,ui_type:text,977,8,0.43158295383637846,0.40148922599599046,0.4592927006661709,1.9068702161246578,1.875674440300539,1.9361244946956417
3b,grpo,600,ui_type:text,977,16,0.4479301550508684,0.41756398045093884,0.4753098037672485,1.9243227860435763,1.8923797274998686,1.9522317635554438
3b,grpo,600,ui_type:text,977,32,0.46106178985693314,0.431378325800739,0.488638875837737,1.9383312533934511,1.9055501393150973,1.9667380282263878
3b,grpo,600,ui_type:text,977,64,0.4718300639610975,0.441784376077243,0.5001813978192232,1.9497431301644912,1.9172541152021123,1.9785233752894942
3b,grpo,600,ui_type:text,977,128,0.48090180769043084,0.4505360439218528,0.5088866366462804,1.9592734580618645,1.9264886682197266,1.987833748556575
3b,grpo,800,overall,1581,1,0.2525016306925996,0.23298193143184695,0.27471991001541746,1.686551340747461,1.6630437438757126,1.7115365132370053
3b,grpo,800,overall,1581,2,0.27428122845470493,0.2533889303484319,0.2970119539302409,1.7140674679391277,1.6896639106588145,1.7393863235995521
3b,grpo,800,overall,1581,4,0.29429784201841785,0.2732940837510264,0.317379990100466,1.7381570154211825,1.714456391061179,1.7646189106576828
3b,grpo,800,overall,1581,8,0.312597049288188,0.290256985526423,0.3359517367522765,1.7592514112456723,1.734612568780403,1.7862233455729017
3b,grpo,800,overall,1581,16,0.32935841076526734,0.3068849058496149,0.3533505721464404,1.7780058715455451,1.7536482455444093,1.8061030761509094
3b,grpo,800,overall,1581,32,0.34425289464547343,0.3219217249061274,0.36801099240685775,1.7945722318566366,1.770121054350522,1.8227361630378272
3b,grpo,800,overall,1581,64,0.35660839809676703,0.3337355347185888,0.38132382881886234,1.8084265677171003,1.7835951185578827,1.8361683016820987
3b,grpo,800,overall,1581,128,0.3662592517773972,0.3431518491350723,0.39065745053350925,1.8193610123005692,1.7934575463323508,1.8474733044543
3b,grpo,800,category:CAD,261,1,0.18208961925287356,0.14265651191331416,0.2280123772749042,1.6300878672024695,1.5833632198430443,1.680319079432841
3b,grpo,800,category:CAD,261,2,0.2026405665399525,0.15891811100473494,0.2509980427599516,1.6588033280687726,1.6103447423757937,1.7109277314946145
3b,grpo,800,category:CAD,261,4,0.22087883565836208,0.17621157442691512,0.2694323540695156,1.6820474429918346,1.6332485428111723,1.7350988998870238
3b,grpo,800,category:CAD,261,8,0.23799845062410482,0.19174993534616178,0.28943066701850095,1.7023115421469017,1.6526377536402543,1.7561318804443693
3b,grpo,800,category:CAD,261,16,0.2535487021811458,0.2059419621895105,0.3052688520187879,1.7202119607496122,1.6695692199860472,1.774567804124088
3b,grpo,800,category:CAD,261,32,0.26737152159624117,0.21870626140910215,0.3204098473190156,1.7360003688717665,1.6830577818797317,1.7914213090179167
3b,grpo,800,category:CAD,261,64,0.27952116156130613,0.22856618109783078,0.3331844547292228,1.7497225359871698,1.6963131850491888,1.8054337617794545
3b,grpo,800,category:CAD,261,128,0.2896143513999308,0.23823428808104588,0.34378505386684066,1.7609749042424436,1.7061667114132963,1.8168274733019523
3b,grpo,800,category:Creative,341,1,0.23643122250733137,0.19663171852089445,0.2786893156616569,1.679311903609564,1.6342011571060957,1.7260619252520584
3b,grpo,800,category:Creative,341,2,0.2551494055270845,0.2134970340467917,0.29868445876924665,1.7030669197443276,1.6562715101458154,1.751152459736098
3b,grpo,800,category:Creative,341,4,0.26860576398993935,0.2251870894121535,0.3124546778228205,1.720295247796672,1.6730601673687302,1.7697363121802763
3b,grpo,800,category:Creative,341,8,0.2787601828608814,0.23482188484858366,0.3241448148830478,1.7332946713135433,1.6860370085181315,1.7830373781147506
3b,grpo,800,category:Creative,341,16,0.2896875926203883,0.24500564278582918,0.3365037875088635,1.7463001983058313,1.6995436535431927,1.7962531067392877
3b,grpo,800,category:Creative,341,32,0.30261798344918917,0.2579956584926644,0.3510189502149057,1.7608290496606027,1.7132028435892575,1.8120091502135578
3b,grpo,800,category:Creative,341,64,0.3155046382491465,0.27154498527810106,0.3644970168201237,1.7748759370968192,1.7265400678966476,1.8268764553389694
3b,grpo,800,category:Creative,341,128,0.32588647918699554,0.28132958268347136,0.3764726282878974,1.7859403339066922,1.738217060552961,1.8391136883854262
3b,grpo,800,category:Dev,299,1,0.23986204013377926,0.19537390259197324,0.2858955306751672,1.669531608919248,1.6186993440490816,1.7226596853736988
3b,grpo,800,category:Dev,299,2,0.26494312110983126,0.21925186462723922,0.31379596233408485,1.699778176791519,1.6454444204518612,1.7550039543415825
3b,grpo,800,category:Dev,299,4,0.2876531995399538,0.23887264859362972,0.33887534669425523,1.7259742270255451,1.6698767620357013,1.7833699777652845
3b,grpo,800,category:Dev,299,8,0.30731715036238594,0.25731794760784493,0.35930430558723175,1.748029922758229,1.6910414286796698,1.8063601666904956
3b,grpo,800,category:Dev,299,16,0.32478943844876274,0.2756399248345351,0.3764519625517749,1.7672703604767308,1.7096530154262004,1.8254936335169494
3b,grpo,800,category:Dev,299,32,0.3401256795533754,0.2899760733565082,0.3921919608121577,1.7841467167391467,1.7282433630702616,1.843782344687241
3b,grpo,800,category:Dev,299,64,0.3525001524934155,0.30082634847587997,0.40581760267273814,1.7979841051772327,1.7402590321460973,1.8578055439421084
3b,grpo,800,category:Dev,299,128,0.36279872093680443,0.3111248885479754,0.4162483980583332,1.8096360918632042,1.75151742478397,1.8684569795449621
3b,grpo,800,category:OS,196,1,0.19108737244897958,0.1418163066007653,0.23958939532844387,1.6045706940618594,1.5476449256506346,1.663223687343983
3b,grpo,800,category:OS,196,2,0.20901097413035663,0.157335871470194,0.25936002823876003,1.6285301246154151,1.5704272929621226,1.6870341687270412
3b,grpo,800,category:OS,196,4,0.22412857957613802,0.17107617451900858,0.2759898060365232,1.6480114822100478,1.587865743816267,1.7081451067312603
3b,grpo,800,category:OS,196,8,0.23785908613965934,0.18382619658083257,0.29140129051569696,1.6646450278714817,1.6023178710821868,1.7269551604839766
3b,grpo,800,category:OS,196,16,0.25075791334932757,0.19641357148130684,0.30515301014327484,1.6795235722052488,1.6149551408524425,1.7439889431828275
3b,grpo,800,category:OS,196,32,0.2621277012670451,0.20652850518848817,0.3178305778526745,1.6926548404238908,1.6275549362331454,1.7568052589461762
3b,grpo,800,category:OS,196,64,0.27168422491289856,0.21516159970762996,0.3279749417208964,1.704219440049321,1.6389894500035762,1.7713105650730556
3b,grpo,800,category:OS,196,128,0.27877133293525364,0.2221991866848547,0.33626270681552284,1.7136928332225818,1.6483877395571724,1.7807532090058154
3b,grpo,800,category:Office,230,1,0.36502207880434784,0.30988918138586957,0.4263918138586957,1.8342574163559937,1.7759520845171626,1.901546933229629
3b,grpo,800,category:Office,230,2,0.39189093343188974,0.33423862524461845,0.4546628861048775,1.8633427091164059,1.8029531670145378,1.930111423797678
3b,grpo,800,category:Office,230,4,0.4199715594610572,0.3625914282286929,0.4842335214885585,1.8933652393320264,1.8301901770524238,1.9599773111175502
3b,grpo,800,category:Office,230,8,0.44823222409247926,0.3903828679175707,0.5125315758774791,1.9230078520979643,1.8597682368655002,1.9910972685878783
3b,grpo,800,category:Office,230,16,0.4751235446360683,0.41576169231839877,0.5373266387723299,1.9507103390815363,1.8860003527556606,2.0207070490281396
3b,grpo,800,category:Office,230,32,0.4980230189733464,0.43661083985200017,0.5604405085816807,1.9742452120536778,1.9085665261142404,2.0420758686593397
3b,grpo,800,category:Office,230,64,0.5148577255042062,0.4525489216615903,0.5763853378237914,1.9916528635628752,1.9254274033000145,2.0578386983999795
3b,grpo,800,category:Office,230,128,0.526851049739167,0.4640479855183183,0.5884750712994772,2.0040964862896735,1.9362536665508874,2.0701512509218083
3b,grpo,800,category:Scientific,254,1,0.30680979330708663,0.25788651113435035,0.36009069728100396,1.703836080260517,1.6386500591504836,1.7693063611184416
3b,grpo,800,category:Scientific,254,2,0.32844263072638175,0.2793707849373334,0.3830944303750077,1.7332786463422691,1.6670588523622938,1.7986362302807402
3b,grpo,800,category:Scientific,254,4,0.35240149475710414,0.30030639985268237,0.40816954122923604,1.7631520859101673,1.6953527255284895,1.8300190928716733
3b,grpo,800,category:Scientific,254,8,0.375746049500695,0.32140367230168715,0.43240403523902315,1.790537430752346,1.7227988921942092,1.860262498185405
3b,grpo,800,category:Scientific,254,16,0.39455495546500874,0.3379034464255608,0.4554168295891861,1.8122037701261615,1.742720618429087,1.8828086875323078
